County of Residence,Deaths,Number of Cases
Dallas,7,303
Harris,2,185
Travis,0,119
Tarrant,1,90
Bexar,3,84
Denton,0,70
Fort Bend,0,54
Collin,1,53
Brazoria,0,33
Montgomery,0,31
McLennan,0,28
Galveston,0,27
Williamson,0,22
Brazos,0,21
El Paso,0,21
Bell,0,19
Lubbock,0,19
Smith,1,16
Nueces,0,14
Webb,0,10
Hays,0,9
Matagorda,1,9
Guadalupe,0,8
Wichita,0,8
Cameron,0,7
Comal,0,7
Hidalgo,0,7
Jefferson,0,7
Castro,0,6
Ellis,0,6
Hockley,0,5
Midland,1,4
Brown,0,3
Gregg,0,3
Johnson,0,3
Kendall,0,3
Terry,0,3
Victoria,0,3
Walker,0,3
Wharton,0,3
Atascosa,0,2
Bastrop,0,2
Calhoun,0,2
Chambers,0,2
Deaf Smith,0,2
De Witt,0,2
Eastland,0,2
Grayson,0,2
Grimes,0,2
Hardin,0,2
Kaufman,0,2
Llano,0,2
Milam,0,2
Parker,0,2
Potter,0,2
Rockwall,0,2
Rusk,0,2
Tom Green,0,2
Angelina,0,1
Austin,0,1
Blanco,0,1
Bowie,0,1
Burnet,0,1
Cass,0,1
Coryell,0,1
Crane,0,1
Erath,0,1
Falls,0,1
Fannin,0,1
Fayette,0,1
Gaines,0,1
Hopkins,0,1
Hunt,0,1
Jackson,0,1
Karnes,0,1
Lamar,0,1
Lavaca,0,1
Liberty,0,1
Limestone,0,1
Martin,0,1
Maverick,0,1
Medina,0,1
Morris,0,1
Nacogdoches,0,1
Oldham,1,1
Orange,0,1
Robertson,0,1
San Patricio,0,1
Upshur,0,1
Val Verde,0,1
Van Zandt,0,1
Wilson,0,1
